,target,protectedtarget,numGens,monoDeprotected,diDeprotected,total#ofBuilings,blockAboveLimits,monoProtected,diProtected,BBs
1031,CNNCc1ccc(C(=O)NC(C)C)cc1,CNNCc1ccc(C(=O)NC(C)C)cc1,2,CNNCc1ccc(C(=O)O)cc1.CC(C)N,,2,0,CNNCc1ccc(C(=O)O)cc1.CC(C)NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,,CNNCc1ccc(C(=O)O)cc1.CC(C)N
1036,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[1NH]CCO)ccc(NCC[1NH]CCO)c21,CC(C)(C)OC(=O)[1N](CCO)CCNc1ccc(NCC[1N](CCO)C(=O)OC(C)(C)C)c2c1C(=O)c1c(O)ccc(O)c1C2=O,3,CC(C)(C)OC(=O)[1N](CCN)CCO,,1,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCC[1N](CCO)C(=O)OC(C)(C)C)cc2)OC(=O)C1(C)C,,CC(C)(C)OC(=O)[1N](CCN)CCO
1038,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O,,1,0,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O,,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O
1040,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,1,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccccc1Br.[1CH3]c1ccccc1B(O)O.[1CH3]c1ccc(B(O)O)cc1,,4,0,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccccc1Br.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2[1CH3])OC(=O)C1(C)C,,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccccc1Br.[1CH3]c1ccccc1B(O)O.[1CH3]c1ccc(B(O)O)cc1
1041,CN(Cc1cnc2nc([1NH2])nc([1NH2])c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CN(Cc1cnc2nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,3,CNCc1cnc2nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c2n1,,1,0,CN(Cc1cnc2nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c2n1)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,,CNCc1cnc2nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c2n1
1042,CC[C@H]1c2cc3[n-]c(c(CC(=O)OC)c4nc(cc5[n-]c(cc(n2)[C@@H]1C)c(C(C)=O)c5C)[C@@H](C)[C@@H]4CCC(=O)O)c(C(=O)NCCS(=O)(=O)O)c3C,CC[C@H]1c2cc3[n-]c(c(CC(=O)OC)c4nc(cc5[n-]c(cc(n2)[C@@H]1C)c(C(C)=O)c5C)[C@@H](C)[C@@H]4CCC(=O)O)c(C(=O)NCCS(=O)(=O)O)c3C,2,NCCS(=O)(=O)O,,1,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCCS(=O)(=O)O)cc2)OC(=O)C1(C)C,,NCCS(=O)(=O)O
1043,CN(C)c1nc(N(C)C)nc(N(C)C)n1,CN(C)c1nc(N(C)C)nc(N(C)C)n1,4,CNC,,1,0,CN(C)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,,CNC
1044,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,4,CC(C)c1csc(B(O)O)n1.CC(C)c1csc(Br)n1,COc1ccc2c(B(O)O)cc(Br)nc2c1C.COc1ccc2c(Br)cc(B(O)O)nc2c1C,4,0,CC(C)c1csc(Br)n1.CC(C)c1csc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)n1,COc1ccc2c(Br)cc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)nc2c1C.COc1ccc2c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc(Br)nc2c1C,CC(C)c1csc(B(O)O)n1.CC(C)c1csc(Br)n1.COc1ccc2c(B(O)O)cc(Br)nc2c1C.COc1ccc2c(Br)cc(B(O)O)nc2c1C
1045,[1NH2]CCNc1ccc(NCC[1NH2])c2c1C(=O)c1ccncc1C2=O,CC(C)(C)OC(=O)[1NH]CCNc1ccc(NCC[1NH]C(=O)OC(C)(C)C)c2c1C(=O)c1ccncc1C2=O,3,CC(C)(C)OC(=O)[1NH]CCN,,1,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCC[1NH]C(=O)OC(C)(C)C)cc2)OC(=O)C1(C)C,,CC(C)(C)OC(=O)[1NH]CCN
1046,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,2,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)O.N#Cc1ccc(N)cc1C(F)(F)F,,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(C#N)c(C(F)(F)F)c3)cc2)OC(=O)C1(C)C.CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)O,,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)O.N#Cc1ccc(N)cc1C(F)(F)F
1047,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,2,O=C(/C=C\n1cnc(Br)n1)NNc1cnccn1.FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1.OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,3,0,O=C(/C=C\n1cnc(Br)n1)NNc1cnccn1.CN1C(C)(C)C(=O)OB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)OC(=O)C1(C)C.FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,,O=C(/C=C\n1cnc(Br)n1)NNc1cnccn1.FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1.OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
1049,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[1nH]c65)cc3-4)[1nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[1n](C(=O)OC(C)(C)C)c65)cc3-4)[1n]2C(=O)OC(C)(C)C)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,3,CC(C)(C)OC(=O)N[C@@H](C(=O)O)c1ccccc1,COC[C@@H]1CN[C@H](c2ncc(Br)[1n]2C(=O)OC(C)(C)C)C1,2,1,CC(C)(C)OC(=O)N[C@@H](C(=O)O)c1ccccc1,COC[C@H]1C[C@@H](c2ncc(Br)[1n]2C(=O)OC(C)(C)C)N(C(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)C1,CC(C)(C)OC(=O)N[C@@H](C(=O)O)c1ccccc1.COC[C@@H]1CN[C@H](c2ncc(Br)[1n]2C(=O)OC(C)(C)C)C1
1053,CC[C@]1(O)C[C@@H]2CN(CCc3c([1nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC[C@]1(O)C[C@@H]2CN(CCc3c([1n](C(=O)OC(C)(C)C)c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1,CC(=O)O.CC[C@]1(O)C[C@@H](C)CN(CCc2c(B(O)O)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC[C@]1(O)C[C@@H](C)CN(CCc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1,CC(C)(C)OC(=O)[1n]1c(B(O)O)c(Br)c2ccccc21.CC(C)(C)OC(=O)[1n]1c(Br)c(B(O)O)c2ccccc21,5,2,CC(=O)O.CC[C@]1(O)C[C@@H](C)CN(CCc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC[C@]1(O)C[C@@H](C)CN(CCc2c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1,CN1C(C)(C)C(=O)OB(c2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2c(Br)c3ccccc3[1n]2C(=O)OC(C)(C)C)OC(=O)C1(C)C,CC(=O)O.CC[C@]1(O)C[C@@H](C)CN(CCc2c(B(O)O)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC[C@]1(O)C[C@@H](C)CN(CCc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC(C)(C)OC(=O)[1n]1c(B(O)O)c(Br)c2ccccc21.CC(C)(C)OC(=O)[1n]1c(Br)c(B(O)O)c2ccccc21
1054,CCC1=C[C@@H]2CN(C1)Cc1c([1nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,CCC1=C[C@@H]2CN(C1)Cc1c([1n](C(=O)OC(C)(C)C)c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,1,CC(=O)O.CCC1=C[C@@H](C)CN(Cc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CCC1=C[C@@H](C)CN(Cc2c(B(O)O)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1,,3,2,CCC1=C[C@@H](C)CN(Cc2c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC(=O)O.CCC1=C[C@@H](C)CN(Cc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1,,CC(=O)O.CCC1=C[C@@H](C)CN(Cc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CCC1=C[C@@H](C)CN(Cc2c(B(O)O)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1
1055,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)C[N@](Cc8c6[1nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)C[N@](Cc8c6[1n](C(=O)OC(C)(C)C)c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,1,CC(=O)O.C[C@@H]1C[C@@H](C(C)(F)F)CN(Cc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.C[C@@H]1C[C@@H](C(C)(F)F)CN(Cc2c(B(O)O)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1,,3,2,CC(=O)O.C[C@@H]1C[C@@H](C(C)(F)F)CN(Cc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.C[C@@H]1C[C@@H](C(C)(F)F)CN(Cc2c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1,,CC(=O)O.C[C@@H]1C[C@@H](C(C)(F)F)CN(Cc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.C[C@@H]1C[C@@H](C(C)(F)F)CN(Cc2c(B(O)O)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1
1057,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,2,NC1CC(F)(F)C1.N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)O)c1,,2,1,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NC3CC(F)(F)C3)cc2)OC(=O)C1(C)C.N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)O)c1,,NC1CC(F)(F)C1.N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)O)c1
1058,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,2,COc1cc(NS(C)(=O)=O)ccc1Br.OB(O)c1c2ccccc2nc2ccccc12.Brc1c2ccccc2nc2ccccc12.COc1cc(NS(C)(=O)=O)ccc1B(O)O.COc1cc(NS(C)(=O)=O)ccc1N.Nc1c2ccccc2nc2ccccc12,COc1cc(N)ccc1Br,7,0,COc1cc(NS(C)(=O)=O)ccc1Br.COc1cc(NS(C)(=O)=O)ccc1NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.COc1cc(NS(C)(=O)=O)ccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.Brc1c2ccccc2nc2ccccc12.CN1C(C)(C)C(=O)OB(c2c3ccccc3nc3ccccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3c4ccccc4nc4ccccc34)cc2)OC(=O)C1(C)C,COc1cc(NC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)ccc1Br,COc1cc(NS(C)(=O)=O)ccc1Br.OB(O)c1c2ccccc2nc2ccccc12.Brc1c2ccccc2nc2ccccc12.COc1cc(NS(C)(=O)=O)ccc1B(O)O.COc1cc(NS(C)(=O)=O)ccc1N.Nc1c2ccccc2nc2ccccc12.COc1cc(N)ccc1Br
1060,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,4,Brc1nc2ccccc2c2ccccc12.OB(O)c1nc2ccccc2c2ccccc12.Cc1cnc(C(=O)O)cn1,O=C(O)[C@@H]1C[C@@H](Oc2nc3ccccc3c3ccccc23)CN1,4,0,Brc1nc2ccccc2c2ccccc12.Cc1cnc(C(=O)O)cn1.CN1C(C)(C)C(=O)OB(c2nc3ccccc3c3ccccc23)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3C[C@H](Oc4nc5ccccc5c5ccccc45)C[C@H]3C(=O)O)cc2)OC(=O)C1(C)C,Brc1nc2ccccc2c2ccccc12.OB(O)c1nc2ccccc2c2ccccc12.Cc1cnc(C(=O)O)cn1.O=C(O)[C@@H]1C[C@@H](Oc2nc3ccccc3c3ccccc23)CN1
1061,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2,CC(C)C(=O)O.Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,2,0,CC(C)C(=O)O.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc([N+](=O)[O-])c(C(F)(F)F)c3)cc2)OC(=O)C1(C)C,,CC(C)C(=O)O.Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
1062,CCC1(c2ccc([1NH2])cc2)CCC(=O)NC1=O,CCC1(c2ccc([1NH]C(=O)OC(C)(C)C)cc2)CCC(=O)NC1=O,1,CC(C)(C)OC(=O)[1NH]c1ccc(Br)cc1.CC(C)(C)OC(=O)[1NH]c1ccc(B(O)O)cc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccc([1NH]C(=O)OC(C)(C)C)cc2)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1NH]c1ccc(Br)cc1,,CC(C)(C)OC(=O)[1NH]c1ccc(Br)cc1.CC(C)(C)OC(=O)[1NH]c1ccc(B(O)O)cc1
1064,[1NH2]CCc1c[1nH]cn1,CC(C)(C)OC(=O)[1NH]CCc1c[1n](C(=O)OC(C)(C)C)cn1,1,CC(C)(C)OC(=O)[1n]1cnc(B(O)O)c1.CC(C)(C)OC(=O)[1n]1cnc(Br)c1,,2,0,CN1C(C)(C)C(=O)OB(c2c[1n](C(=O)OC(C)(C)C)cn2)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1n]1cnc(Br)c1,,CC(C)(C)OC(=O)[1n]1cnc(B(O)O)c1.CC(C)(C)OC(=O)[1n]1cnc(Br)c1
1065,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,5,CC1=C(B(O)O)C(C)(C)CCC1.CC1=C(/C=C/C(C)=C/C=C\B(O)O)C(C)(C)CCC1.CC1=C(/C=C\Br)C(C)(C)CCC1.CC(/C=C/Br)=C\CO.CC(/C=C\Br)=C\CO.C/C(=C\CO)B(O)O.CC1=C(C=CB(O)O)C(C)(C)CCC1.CC1=C(Br)C(C)(C)CCC1.CC(/C=C\B(O)O)=C\CO.CC1=C(/C=C/C(C)=C/C=C/B(O)O)C(C)(C)CCC1.C/C(=C/CO)B(O)O.C/C(Br)=C/CO.CC(/C=C/B(O)O)=C\CO.CC(/C=C/B(O)O)=C\C=C\C(C)=C\CO.C/C(C=CB(O)O)=C\CO.CC1=C(/C=C/Br)C(C)(C)CCC1.CC(/C=C\B(O)O)=C\C=C\C(C)=C\CO.C/C(Br)=C\CO,CC(/C=C/Br)=C\C=C/B(O)O.C/C(Br)=C\B(O)O.CC(/C=C\B(O)O)=C\C=C/Br.C/C(C=CBr)=C\C=CB(O)O.C/C(Br)=C/C=CB(O)O.C/C(=C\C=CBr)B(O)O.C/C(Br)=C/C=C\B(O)O.CC(=CBr)B(O)O.C/C(C=CB(O)O)=C\C=CBr.CC(/C=C\B(O)O)=C\Br.CC(/C=C/Br)=C\B(O)O.CC(C=CB(O)O)=CBr.CC(/C=C\B(O)O)=C\C=C\Br.C/C(=C\Br)B(O)O.CC(=C/B(O)O)/C=C/Br.C/C(=C/C=CBr)B(O)O.C/C(Br)=C\C=CB(O)O.C/C(Br)=C/C=C/B(O)O.C/C(=C\C=C/Br)B(O)O.CC(/C=C/Br)=C\C=C\B(O)O.C/C(=C/C=C\Br)B(O)O.C/C(Br)=C/B(O)O.C/C(Br)=C\C=C\B(O)O.C/C(=C/C=C/Br)B(O)O.CC(Br)=CB(O)O.C/C(Br)=C\C=C/B(O)O.CC(/C=C/B(O)O)=C\Br.CC(C=CBr)=CB(O)O.CC(/C=C/B(O)O)=C\C=C/Br.C/C(=C\C=C\Br)B(O)O.CC(/C=C/B(O)O)=C\C=C\Br.OB(O)/C=C/Br.C/C(=C/Br)B(O)O,51,0,C/C(=C/CO)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\C=C\C(C)=C\CO.CC1=C(/C=C/C(C)=C/C=C/B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)C(C)(C)CCC1.CC1=C(/C=C\Br)C(C)(C)CCC1.C/C(Br)=C\CO.CC(/C=C\Br)=C\CO.CC1=C(C=CB2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)C(C)(C)CCC1.CC1=C(Br)C(C)(C)CCC1.CC(/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\CO.C/C(Br)=C/CO.CC(/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\C=C\C(C)=C\CO.CC1=C(/C=C/C(C)=C/C=C\B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)C(C)(C)CCC1.CC(/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\CO.CC1=C(/C=C/Br)C(C)(C)CCC1.CC1=C(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)C(C)(C)CCC1.C/C(C=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\CO.CC(/C=C/Br)=C\CO.C/C(=C\CO)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1,CC(/C=C/Br)=C\C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(C=CBr)=C\C=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\Br.CC(/C=C/Br)=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(Br)=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(=C/C=CBr)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(=C/Br)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(=C/C=C/Br)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(Br)=C\C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\C=C/Br.C/C(C=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\C=CBr.CC(/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\C=C/Br.C/C(=C/C=C\Br)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(=C\C=C\Br)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(Br)=C\C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(C=CBr)=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(Br)=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN1C(C)(C)C(=O)OB(/C=C/Br)OC(=O)C1(C)C.C/C(=C\C=CBr)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(=C\C=C/Br)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)/C=C/Br.C/C(=C\Br)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(Br)=C/C=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(Br)=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(Br)=C/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C/C(Br)=C/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\C=C\Br.CC(/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\Br.C/C(Br)=C\C=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(C=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=CBr.CC(/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)=C\C=C\Br.CC(=CBr)B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(/C=C/Br)=C\C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1,CC1=C(B(O)O)C(C)(C)CCC1.CC1=C(/C=C/C(C)=C/C=C\B(O)O)C(C)(C)CCC1.CC1=C(/C=C\Br)C(C)(C)CCC1.CC(/C=C/Br)=C\CO.CC(/C=C\Br)=C\CO.C/C(=C\CO)B(O)O.CC1=C(C=CB(O)O)C(C)(C)CCC1.CC1=C(Br)C(C)(C)CCC1.CC(/C=C\B(O)O)=C\CO.CC1=C(/C=C/C(C)=C/C=C/B(O)O)C(C)(C)CCC1.C/C(=C/CO)B(O)O.C/C(Br)=C/CO.CC(/C=C/B(O)O)=C\CO.CC(/C=C/B(O)O)=C\C=C\C(C)=C\CO.C/C(C=CB(O)O)=C\CO.CC1=C(/C=C/Br)C(C)(C)CCC1.CC(/C=C\B(O)O)=C\C=C\C(C)=C\CO.C/C(Br)=C\CO.CC(/C=C/Br)=C\C=C/B(O)O.C/C(Br)=C\B(O)O.CC(/C=C\B(O)O)=C\C=C/Br.C/C(C=CBr)=C\C=CB(O)O.C/C(Br)=C/C=CB(O)O.C/C(=C\C=CBr)B(O)O.C/C(Br)=C/C=C\B(O)O.CC(=CBr)B(O)O.C/C(C=CB(O)O)=C\C=CBr.CC(/C=C\B(O)O)=C\Br.CC(/C=C/Br)=C\B(O)O.CC(C=CB(O)O)=CBr.CC(/C=C\B(O)O)=C\C=C\Br.C/C(=C\Br)B(O)O.CC(=C/B(O)O)/C=C/Br.C/C(=C/C=CBr)B(O)O.C/C(Br)=C\C=CB(O)O.C/C(Br)=C/C=C/B(O)O.C/C(=C\C=C/Br)B(O)O.CC(/C=C/Br)=C\C=C\B(O)O.C/C(=C/C=C\Br)B(O)O.C/C(Br)=C/B(O)O.C/C(Br)=C\C=C\B(O)O.C/C(=C/C=C/Br)B(O)O.CC(Br)=CB(O)O.C/C(Br)=C\C=C/B(O)O.CC(/C=C/B(O)O)=C\Br.CC(C=CBr)=CB(O)O.CC(/C=C/B(O)O)=C\C=C/Br.C/C(=C\C=C\Br)B(O)O.CC(/C=C/B(O)O)=C\C=C\Br.OB(O)/C=C/Br.C/C(=C/Br)B(O)O
